path,distribution,family,util_bucket,n_tasks,U_total,dm_schedulable,edf_schedulable,edf_checked_points,edf_worst_violation,sim_horizon,sim_dm_missed_total,sim_edf_missed_total
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_27.csv,automotive-utilDist,automotive-perDist,0.60,33,0.340769,1,1,20,-8960,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_28.csv,automotive-utilDist,automotive-perDist,0.60,36,0.520874,1,1,20,-7020,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_29.csv,automotive-utilDist,automotive-perDist,0.60,43,0.591598,1,1,20,-7820,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_3.csv,automotive-utilDist,automotive-perDist,0.60,23,0.708328,1,1,20,-5410,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_30.csv,automotive-utilDist,automotive-perDist,0.60,24,0.83914,1,1,20,-4210,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_31.csv,automotive-utilDist,automotive-perDist,0.60,71,0.59054,1,1,20,-9550,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_32.csv,automotive-utilDist,automotive-perDist,0.60,33,0.330523,1,1,20,-8000,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_33.csv,automotive-utilDist,automotive-perDist,0.60,41,0.423172,1,1,20,-8830,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_34.csv,automotive-utilDist,automotive-perDist,0.60,28,0.538975,1,1,20,-6770,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_35.csv,automotive-utilDist,automotive-perDist,0.60,45,0.730713,1,1,20,-7970,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_36.csv,automotive-utilDist,automotive-perDist,0.60,34,0.780015,1,1,20,-3890,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_37.csv,automotive-utilDist,automotive-perDist,0.60,40,0.759259,1,1,20,-4410,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_38.csv,automotive-utilDist,automotive-perDist,0.60,16,0.60479,1,1,20,-5880,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_39.csv,automotive-utilDist,automotive-perDist,0.60,33,0.68624,1,1,20,-7230,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_4.csv,automotive-utilDist,automotive-perDist,0.60,32,0.653688,1,1,20,-7120,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_40.csv,automotive-utilDist,automotive-perDist,0.60,47,0.483157,1,1,20,-8950,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_41.csv,automotive-utilDist,automotive-perDist,0.60,46,0.933635,1,1,20,-3030,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_42.csv,automotive-utilDist,automotive-perDist,0.60,39,0.586727,1,1,20,-7330,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_43.csv,automotive-utilDist,automotive-perDist,0.60,67,0.501622,1,1,20,-8530,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_44.csv,automotive-utilDist,automotive-perDist,0.60,45,0.596875,1,1,12,-19430,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_45.csv,automotive-utilDist,automotive-perDist,0.60,51,0.336962,1,1,20,-9010,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_46.csv,automotive-utilDist,automotive-perDist,0.60,37,0.75913,1,1,20,-6840,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_47.csv,automotive-utilDist,automotive-perDist,0.60,43,0.576948,1,1,20,-8420,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_48.csv,automotive-utilDist,automotive-perDist,0.60,35,0.5987,1,1,20,-7550,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_49.csv,automotive-utilDist,automotive-perDist,0.60,31,0.65027,1,1,20,-6880,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_5.csv,automotive-utilDist,automotive-perDist,0.60,42,0.68451,1,1,20,-7620,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_50.csv,automotive-utilDist,automotive-perDist,0.60,18,1.136402,0,0,20,350,500000,47,143
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_51.csv,automotive-utilDist,automotive-perDist,0.60,43,0.667345,1,1,20,-8910,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_52.csv,automotive-utilDist,automotive-perDist,0.60,49,0.614898,1,1,20,-8950,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_53.csv,automotive-utilDist,automotive-perDist,0.60,42,0.470048,1,1,20,-8610,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_54.csv,automotive-utilDist,automotive-perDist,0.60,30,0.61533,1,1,20,-7710,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_55.csv,automotive-utilDist,automotive-perDist,0.60,48,0.683147,1,1,20,-7300,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_56.csv,automotive-utilDist,automotive-perDist,0.60,41,0.781437,1,1,20,-4150,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_57.csv,automotive-utilDist,automotive-perDist,0.60,39,0.729848,1,1,20,-7420,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_58.csv,automotive-utilDist,automotive-perDist,0.60,42,0.60933,1,1,20,-7230,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_59.csv,automotive-utilDist,automotive-perDist,0.60,37,0.708559,1,1,20,-8620,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_6.csv,automotive-utilDist,automotive-perDist,0.60,30,0.594929,1,1,20,-6570,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_60.csv,automotive-utilDist,automotive-perDist,0.60,41,0.769529,1,1,20,-6850,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_61.csv,automotive-utilDist,automotive-perDist,0.60,43,0.73099,1,1,20,-7580,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_62.csv,automotive-utilDist,automotive-perDist,0.60,47,0.855734,1,1,10,-7730,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_63.csv,automotive-utilDist,automotive-perDist,0.60,35,0.336544,1,1,20,-9200,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_64.csv,automotive-utilDist,automotive-perDist,0.60,28,0.67169,1,1,20,-5410,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_65.csv,automotive-utilDist,automotive-perDist,0.60,47,0.515033,1,1,20,-8190,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_66.csv,automotive-utilDist,automotive-perDist,0.60,48,0.586788,1,1,20,-7250,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_67.csv,automotive-utilDist,automotive-perDist,0.60,38,0.80293,1,1,20,-6050,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_68.csv,automotive-utilDist,automotive-perDist,0.60,36,0.407282,1,1,20,-8220,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_69.csv,automotive-utilDist,automotive-perDist,0.60,34,0.584524,1,1,20,-7950,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_7.csv,automotive-utilDist,automotive-perDist,0.60,37,0.427459,1,1,20,-7970,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_70.csv,automotive-utilDist,automotive-perDist,0.60,47,0.355984,1,1,20,-8890,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_71.csv,automotive-utilDist,automotive-perDist,0.60,37,0.62071,1,1,20,-8070,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_72.csv,automotive-utilDist,automotive-perDist,0.60,45,0.595589,1,1,20,-8440,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_73.csv,automotive-utilDist,automotive-perDist,0.60,31,0.679143,1,1,20,-6030,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_74.csv,automotive-utilDist,automotive-perDist,0.60,33,1.199852,0,0,20,1970,500000,13,215
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_75.csv,automotive-utilDist,automotive-perDist,0.60,32,0.5648,1,1,20,-6330,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_76.csv,automotive-utilDist,automotive-perDist,0.60,41,0.535245,1,1,20,-7830,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_77.csv,automotive-utilDist,automotive-perDist,0.60,42,0.378319,1,1,20,-9000,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_78.csv,automotive-utilDist,automotive-perDist,0.60,37,0.632218,1,1,20,-7690,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_79.csv,automotive-utilDist,automotive-perDist,0.60,39,0.745918,1,1,20,-7410,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_8.csv,automotive-utilDist,automotive-perDist,0.60,58,0.338838,1,1,20,-9110,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_80.csv,automotive-utilDist,automotive-perDist,0.60,53,0.59548,1,1,20,-7300,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_81.csv,automotive-utilDist,automotive-perDist,0.60,31,0.910869,1,1,20,-2200,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_82.csv,automotive-utilDist,automotive-perDist,0.60,22,0.494824,1,1,20,-6280,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_83.csv,automotive-utilDist,automotive-perDist,0.60,39,0.437304,1,1,20,-9100,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_84.csv,automotive-utilDist,automotive-perDist,0.60,38,0.922348,1,1,20,-2790,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_85.csv,automotive-utilDist,automotive-perDist,0.60,39,1.053278,0,0,20,6220,500000,0,26
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_86.csv,automotive-utilDist,automotive-perDist,0.60,43,0.65932,1,1,20,-6640,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_87.csv,automotive-utilDist,automotive-perDist,0.60,51,0.840609,1,1,20,-5530,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_88.csv,automotive-utilDist,automotive-perDist,0.60,29,0.935025,1,1,20,-4680,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_89.csv,automotive-utilDist,automotive-perDist,0.60,37,0.545612,1,1,20,-6050,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_9.csv,automotive-utilDist,automotive-perDist,0.60,40,0.735718,1,1,20,-6930,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_90.csv,automotive-utilDist,automotive-perDist,0.60,29,0.584869,1,1,20,-7460,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_91.csv,automotive-utilDist,automotive-perDist,0.60,37,0.656539,1,1,20,-9110,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_92.csv,automotive-utilDist,automotive-perDist,0.60,46,0.664385,1,1,20,-8650,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_93.csv,automotive-utilDist,automotive-perDist,0.60,37,0.620949,1,1,20,-8620,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_94.csv,automotive-utilDist,automotive-perDist,0.60,36,0.72916,1,1,20,-6070,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_95.csv,automotive-utilDist,automotive-perDist,0.60,41,0.506785,1,1,20,-7660,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_96.csv,automotive-utilDist,automotive-perDist,0.60,31,0.69927,1,1,20,-4860,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_97.csv,automotive-utilDist,automotive-perDist,0.60,41,0.694205,1,1,20,-5220,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_98.csv,automotive-utilDist,automotive-perDist,0.60,24,0.498034,1,1,20,-8960,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.60-util/tasksets/automotive_99.csv,automotive-utilDist,automotive-perDist,0.60,37,0.406665,1,1,20,-8850,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_0.csv,automotive-utilDist,automotive-perDist,0.70,51,0.890599,1,1,20,-7580,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_1.csv,automotive-utilDist,automotive-perDist,0.70,25,0.552578,1,1,20,-5690,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_10.csv,automotive-utilDist,automotive-perDist,0.70,53,1.44049,0,0,20,2440,500000,7,177
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_11.csv,automotive-utilDist,automotive-perDist,0.70,46,0.861294,1,1,20,-6750,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_12.csv,automotive-utilDist,automotive-perDist,0.70,32,0.83772,1,1,20,-6370,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_13.csv,automotive-utilDist,automotive-perDist,0.70,72,0.695969,1,1,20,-7700,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_14.csv,automotive-utilDist,automotive-perDist,0.70,41,0.74103,1,1,20,-7000,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_15.csv,automotive-utilDist,automotive-perDist,0.70,45,0.719789,1,1,20,-9090,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_16.csv,automotive-utilDist,automotive-perDist,0.70,34,0.915827,1,1,20,-6940,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_17.csv,automotive-utilDist,automotive-perDist,0.70,63,0.72837,1,1,20,-8600,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_18.csv,automotive-utilDist,automotive-perDist,0.70,47,0.527194,1,1,20,-9710,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_19.csv,automotive-utilDist,automotive-perDist,0.70,42,0.789545,1,1,20,-6990,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_2.csv,automotive-utilDist,automotive-perDist,0.70,33,0.524184,1,1,20,-7030,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_20.csv,automotive-utilDist,automotive-perDist,0.70,47,0.714686,1,1,20,-8590,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_21.csv,automotive-utilDist,automotive-perDist,0.70,38,0.917154,1,1,20,-2150,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_22.csv,automotive-utilDist,automotive-perDist,0.70,69,0.685681,1,1,20,-8750,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_23.csv,automotive-utilDist,automotive-perDist,0.70,59,0.77089,1,1,20,-7430,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_24.csv,automotive-utilDist,automotive-perDist,0.70,77,0.848939,1,1,20,-4290,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_25.csv,automotive-utilDist,automotive-perDist,0.70,55,0.765776,1,1,20,-9820,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_26.csv,automotive-utilDist,automotive-perDist,0.70,64,0.707963,1,1,20,-7500,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_27.csv,automotive-utilDist,automotive-perDist,0.70,40,0.855264,1,1,20,-6330,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_28.csv,automotive-utilDist,automotive-perDist,0.70,48,0.805089,1,1,20,-9120,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_29.csv,automotive-utilDist,automotive-perDist,0.70,41,0.757338,1,1,20,-6730,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_3.csv,automotive-utilDist,automotive-perDist,0.70,52,0.863439,1,1,20,-6020,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_30.csv,automotive-utilDist,automotive-perDist,0.70,32,0.699178,1,1,20,-6930,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_31.csv,automotive-utilDist,automotive-perDist,0.70,67,0.707047,1,1,20,-8040,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_32.csv,automotive-utilDist,automotive-perDist,0.70,43,0.74135,1,1,20,-6620,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_33.csv,automotive-utilDist,automotive-perDist,0.70,24,0.742619,1,1,20,-3510,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_34.csv,automotive-utilDist,automotive-perDist,0.70,35,0.943576,1,1,20,-1880,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_35.csv,automotive-utilDist,automotive-perDist,0.70,43,0.733285,1,1,20,-7940,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_36.csv,automotive-utilDist,automotive-perDist,0.70,64,0.669471,1,1,20,-8650,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_37.csv,automotive-utilDist,automotive-perDist,0.70,40,0.488788,1,1,20,-7980,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_38.csv,automotive-utilDist,automotive-perDist,0.70,60,0.918765,1,1,20,-6220,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_39.csv,automotive-utilDist,automotive-perDist,0.70,40,1.02871,0,0,20,378,500000,4,11
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_4.csv,automotive-utilDist,automotive-perDist,0.70,35,0.917499,1,1,20,-4820,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_40.csv,automotive-utilDist,automotive-perDist,0.70,40,0.88283,1,1,20,-5170,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_41.csv,automotive-utilDist,automotive-perDist,0.70,51,0.693642,1,1,20,-6620,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_42.csv,automotive-utilDist,automotive-perDist,0.70,33,0.717419,1,1,20,-6760,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_43.csv,automotive-utilDist,automotive-perDist,0.70,28,0.748028,1,1,20,-4810,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_44.csv,automotive-utilDist,automotive-perDist,0.70,47,0.758185,1,1,20,-8350,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_45.csv,automotive-utilDist,automotive-perDist,0.70,41,0.514749,1,1,20,-8840,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_46.csv,automotive-utilDist,automotive-perDist,0.70,38,0.787479,1,1,20,-5630,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_47.csv,automotive-utilDist,automotive-perDist,0.70,30,0.776991,1,1,20,-4110,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_48.csv,automotive-utilDist,automotive-perDist,0.70,58,0.718045,1,1,20,-8750,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_49.csv,automotive-utilDist,automotive-perDist,0.70,44,0.612947,1,1,20,-6200,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_5.csv,automotive-utilDist,automotive-perDist,0.70,46,0.693753,1,1,20,-6940,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_50.csv,automotive-utilDist,automotive-perDist,0.70,55,0.7943,1,1,20,-7940,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_51.csv,automotive-utilDist,automotive-perDist,0.70,58,0.799715,1,1,20,-7530,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_52.csv,automotive-utilDist,automotive-perDist,0.70,40,0.617237,1,1,20,-5370,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_53.csv,automotive-utilDist,automotive-perDist,0.70,51,0.671348,1,1,20,-7140,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_54.csv,automotive-utilDist,automotive-perDist,0.70,57,0.544591,1,1,20,-9540,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_55.csv,automotive-utilDist,automotive-perDist,0.70,43,1.065788,0,0,20,4040,500000,1,58
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_56.csv,automotive-utilDist,automotive-perDist,0.70,37,0.77006,1,1,20,-5120,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_57.csv,automotive-utilDist,automotive-perDist,0.70,55,0.788898,1,1,20,-7470,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_58.csv,automotive-utilDist,automotive-perDist,0.70,55,0.746583,1,1,20,-8500,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_59.csv,automotive-utilDist,automotive-perDist,0.70,29,0.52688,1,1,20,-6580,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_6.csv,automotive-utilDist,automotive-perDist,0.70,37,0.448384,1,1,20,-8240,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_60.csv,automotive-utilDist,automotive-perDist,0.70,27,0.729599,1,1,20,-5500,500000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.70-util/tasksets/automotive_61.csv,automotive-utilDist,automotive-perDist,0.70,50,0.718762,1,1,20,-6070,500000,0,0
